Sl No.,Name of the Contesting candidate,Party Affiliation,Votes Secured,Status,District,Municipal
"WARD Name : 3 , Reserved for : UR(W), Total Voters in Municipality Ward : 1180 , Total Vaild Votes : 955 , Rejected Votes : 26 , NOTA Votes : 10",,,,,Warangal,Narsampet
1,GONELA DHANALAXMI,INC,128,,Warangal,Narsampet
2,BEERAM RAJITHA,TRS,308,,Warangal,Narsampet
3,LAVANYA BANDARI,CPM,14,,Warangal,Narsampet
4,MUTHYALA SWARUPA,BJP,82,,Warangal,Narsampet
5,KAVITHA LUNAVATH,IND,423,Elected,Warangal,Narsampet
"WARD Name : 4 , Reserved for : UR(G), Total Voters in Municipality Ward : 1142 , Total Vaild Votes : 1014 , Rejected Votes : 25 , NOTA Votes : 0",,,,,Warangal,Narsampet
1,ALAKUNTA NAAGULU,INC,296,,Warangal,Narsampet
2,KARTHIK JANAGAM,TDP,3,,Warangal,Narsampet
3,RAMBABU SHEELAM,TRS,715,Elected,Warangal,Narsampet
4,RADARAPU RAJAMOULI,IND,0,,Warangal,Narsampet
"WARD Name : 5 , Reserved for : UR(G), Total Voters in Municipality Ward : 1132 , Total Vaild Votes : 970 , Rejected Votes : 10 , NOTA Votes : 4",,,,,Warangal,Narsampet
1,NARSIMHA REDDY PUNNAM,INC,46,,Warangal,Narsampet
2,PONUGANTI RAVI,BJP,10,,Warangal,Narsampet
3,MOTHE SAMPATH REDDY,TDP,7,,Warangal,Narsampet
4,VENKATA REDDY MUNIGALA,TRS,903,Elected,Warangal,Narsampet
5,THUMMALAPELLI SANDEEP,IND,3,,Warangal,Narsampet
6,NAVEEN GORRE,IND,1,,Warangal,Narsampet
"WARD Name : 6 , Reserved for : UR(W), Total Voters in Municipality Ward : 1099 , Total Vaild Votes : 947 , Rejected Votes : 19 , NOTA Votes : 2",,,,,Warangal,Narsampet
1,KOKKU UPENDRA,BJP,4,,Warangal,Narsampet
2,NAVALOKA MOTHE,INC,414,,Warangal,Narsampet
3,SRIDEVI RAMASAHAYAM,TRS,529,Elected,Warangal,Narsampet
"WARD Name : 7 , Reserved for : BC(G), Total Voters in Municipality Ward : 1171 , Total Vaild Votes : 1054 , Rejected Votes : 4 , NOTA Votes : 3",,,,,Warangal,Narsampet
1,NUNE RANJITH KUMAR,BJP,8,,Warangal,Narsampet
2,POTHARABOINA CHANDRAMOULI,INC,471,,Warangal,Narsampet
3,MINUMULA RAJU,TRS,575,Elected,Warangal,Narsampet
"WARD Name : 8 , Reserved for : UR(W), Total Voters in Municipality Ward : 1150 , Total Vaild Votes : 918 , Rejected Votes : 15 , NOTA Votes : 4",,,,,Warangal,Narsampet
1,GADDAM KRUSHNAVENI,BJP,190,,Warangal,Narsampet
2,GANDE RAJITHA,TRS,480,Elected,Warangal,Narsampet
3,LAXMI MUTHYALA,INC,230,,Warangal,Narsampet
4,KOKKU VIJAYALAXMI,IND,18,,Warangal,Narsampet
"WARD Name : 9 , Reserved for : UR(W), Total Voters in Municipality Ward : 1128 , Total Vaild Votes : 892 , Rejected Votes : 9 , NOTA Votes : 3",,,,,Warangal,Narsampet
1,KALYANI KANNEBOINA,CPM,266,,Warangal,Narsampet
2,KEERTHI RAIDI,TRS,529,Elected,Warangal,Narsampet
3,JINUKALA MANJULA,INC,64,,Warangal,Narsampet
4,THALLURI VASANTHA KUMARI,BJP,26,,Warangal,Narsampet
5,KOLUVULA PADMA,IND,7,,Warangal,Narsampet
"WARD Name : 10 , Reserved for : UR(G), Total Voters in Municipality Ward : 1128 , Total Vaild Votes : 845 , Rejected Votes : 5 , NOTA Votes : 11",,,,,Warangal,Narsampet
1,GANDU VENKATESHWARLU,TDP,0,,Warangal,Narsampet
2,NAGISHETTI PADMA,TRS,726,Elected,Warangal,Narsampet
3,MOTAM RAVIKUMAR,INC,96,,Warangal,Narsampet
4,SALLURI RAVINDRA,BJP,23,,Warangal,Narsampet
"WARD Name : 11 , Reserved for : UR(W), Total Voters in Municipality Ward : 1162 , Total Vaild Votes : 910 , Rejected Votes : 7 , NOTA Votes : 4",,,,,Warangal,Narsampet
1,BAGYA VADDE,INC,58,,Warangal,Narsampet
2,MANDALA SRIDEVI,TRS,393,,Warangal,Narsampet
3,GADDAMEEDI SUNITHA,IND,403,Elected,Warangal,Narsampet
4,BRAMARAMBA PERAM,IND,55,,Warangal,Narsampet
5,VELPULA KAVITHA,IND,1,,Warangal,Narsampet
"WARD Name : 12 , Reserved for : UR(G), Total Voters in Municipality Ward : 1173 , Total Vaild Votes : 914 , Rejected Votes : 10 , NOTA Votes : 4",,,,,Warangal,Narsampet
1,KONDURI VINAY KUMAR,BJP,12,,Warangal,Narsampet
2,MAHABOOB PASHA MOHAMMAD,TRS,599,Elected,Warangal,Narsampet
3,MEKAPATI SUBBARAO,TDP,3,,Warangal,Narsampet
4,MERGU SAMBAIAH,INC,293,,Warangal,Narsampet
5,PODILA MOUNIKA,IND,4,,Warangal,Narsampet
6,BABURAO PERAM,IND,2,,Warangal,Narsampet
7,MAHESHWARAM HARISH,IND,1,,Warangal,Narsampet
"WARD Name : 13 , Reserved for : BC(W), Total Voters in Municipality Ward : 1119 , Total Vaild Votes : 889 , Rejected Votes : 15 , NOTA Votes : 5",,,,,Warangal,Narsampet
1,GANNOJU MADHAVI,CPI,30,,Warangal,Narsampet
2,BALNE SHAILAJA,BJP,97,,Warangal,Narsampet
3,MALLISHWARI RUDRA,TRS,493,Elected,Warangal,Narsampet
4,VANGALA RAGHASUDHA,CPM,34,,Warangal,Narsampet
5,SRIRAMOJU ROJA RANI,INC,220,,Warangal,Narsampet
6,KOMANDLA JYOTHI,IND,0,,Warangal,Narsampet
7,MEDIDA LAVANYA,IND,1,,Warangal,Narsampet
8,SRILATHA PAINDLA,IND,14,,Warangal,Narsampet
"WARD Name : 14 , Reserved for : BC(G), Total Voters in Municipality Ward : 1141 , Total Vaild Votes : 910 , Rejected Votes : 7 , NOTA Votes : 3",,,,,Warangal,Narsampet
1,TAKKALAPELLI UMADEVI,BJP,28,,Warangal,Narsampet
2,NARSAIAH NAYINI,TRS,333,,Warangal,Narsampet
3,VIJAYAKUMAR ELAKANTI,INC,475,Elected,Warangal,Narsampet
4,VENKATAIAH GUJJULA,CPM,12,,Warangal,Narsampet
5,KRISHNA BAIRI,IND,59,,Warangal,Narsampet
6,SUDHAN REDDY KONUKATI,IND,3,,Warangal,Narsampet
"WARD Name : 15 , Reserved for : UR(W), Total Voters in Municipality Ward : 1164 , Total Vaild Votes : 963 , Rejected Votes : 12 , NOTA Votes : 2",,,,,Warangal,Narsampet
1,ANJALI ORSU,INC,588,Elected,Warangal,Narsampet
2,JANGAM VEERALAXMI,TDP,3,,Warangal,Narsampet
3,THALLAPELLI HARIKA,BJP,46,,Warangal,Narsampet
4,VENKATAMMA SHIVARATRI,TRS,323,,Warangal,Narsampet
5,UPPALA MOHANAMMA,IND,3,,Warangal,Narsampet
"WARD Name : 16 , Reserved for : SC(W), Total Voters in Municipality Ward : 1170 , Total Vaild Votes : 966 , Rejected Votes : 7 , NOTA Votes : 11",,,,,Warangal,Narsampet
1,PADMA EEDULA,TDP,8,,Warangal,Narsampet
2,PADMA VELPUGONDA,TRS,566,Elected,Warangal,Narsampet
3,BANALA PRASANNA KUMARI,INC,392,,Warangal,Narsampet
"WARD Name : 17 , Reserved for : ST(G), Total Voters in Municipality Ward : 1150 , Total Vaild Votes : 951 , Rejected Votes : 11 , NOTA Votes : 10",,,,,Warangal,Narsampet
1,ISLAVATH PADMA BAI,INC,243,,Warangal,Narsampet
2,GOLYA BODA,TRS,610,Elected,Warangal,Narsampet
3,DUGYALA SAMMAIAH,BJP,98,,Warangal,Narsampet
"WARD Name : 18 , Reserved for : BC(G), Total Voters in Municipality Ward : 1141 , Total Vaild Votes : 987 , Rejected Votes : 14 , NOTA Votes : 1",,,,,Warangal,Narsampet
1,RAJENDER BATHINI,INC,492,Elected,Warangal,Narsampet
2,SARANGAPANI RAYARAKULA,TRS,463,,Warangal,Narsampet
3,SUTHRAPU SARITHA,BJP,16,,Warangal,Narsampet
4,APPALA SUDHARSHAN,IND,0,,Warangal,Narsampet
5,RAMBABU PALADUGULA,IND,16,,Warangal,Narsampet
"WARD Name : 19 , Reserved for : BC(W), Total Voters in Municipality Ward : 1163 , Total Vaild Votes : 1008 , Rejected Votes : 11 , NOTA Votes : 6",,,,,Warangal,Narsampet
1,PENDEM LAXMI,INC,390,Elected,Warangal,Narsampet
2,BHARATHI BANDI,TRS,313,,Warangal,Narsampet
3,VENKATARAMANI VANAPARTHI,BJP,10,,Warangal,Narsampet
4,NADEM SUNITHA,IND,295,,Warangal,Narsampet
"WARD Name : 20 , Reserved for : BC(W), Total Voters in Municipality Ward : 1223 , Total Vaild Votes : 999 , Rejected Votes : 8 , NOTA Votes : 2",,,,,Warangal,Narsampet
1,UMA RANI RAVULA,TRS,487,,Warangal,Narsampet
2,KALVACHARLA BATHUKAMMA,BJP,11,,Warangal,Narsampet
3,VINODA MULAKALA,INC,501,Elected,Warangal,Narsampet
"WARD Name : 21 , Reserved for : BC(W), Total Voters in Municipality Ward : 1144 , Total Vaild Votes : 886 , Rejected Votes : 8 , NOTA Votes : 7",,,,,Warangal,Narsampet
1,ARUNA KONKEESA,INC,293,,Warangal,Narsampet
2,GUNTI RAJANI,TRS,564,Elected,Warangal,Narsampet
3,JHANSILAXMI PANJALA,BJP,15,,Warangal,Narsampet
4,MOGILICHERLA MAHESHWARI,IND,14,,Warangal,Narsampet
"WARD Name : 22 , Reserved for : UR(G), Total Voters in Municipality Ward : 1158 , Total Vaild Votes : 1009 , Rejected Votes : 9 , NOTA Votes : 2",,,,,Warangal,Narsampet
1,DYAGALA SRINIVAS,BJP,9,,Warangal,Narsampet
2,PADMA NAGELLI,TRS,345,,Warangal,Narsampet
3,SAMBAIAH VEMULA,INC,638,Elected,Warangal,Narsampet
4,KASULA VIDHYASAGAR,IND,15,,Warangal,Narsampet
5,MOGILICHERLA SANDEEP,IND,2,,Warangal,Narsampet
"WARD Name : 23 , Reserved for : SC(G), Total Voters in Municipality Ward : 1187 , Total Vaild Votes : 1003 , Rejected Votes : 7 , NOTA Votes : 7",,,,,Warangal,Narsampet
1,DASARI SHAIVALINI,BJP,128,,Warangal,Narsampet
2,BANALA INDIRA,TRS,448,Elected,Warangal,Narsampet
3,MADASI RAVI,INC,425,,Warangal,Narsampet
4,DASARI KALPANA RANI,IND,2,,Warangal,Narsampet
"WARD Name : 24 , Reserved for : SC(G), Total Voters in Municipality Ward : 1147 , Total Vaild Votes : 1031 , Rejected Votes : 8 , NOTA Votes : 1",,,,,Warangal,Narsampet
1,GUNTI VEERAPRAKASH,BJP,379,,Warangal,Narsampet
2,DARLA RAMADEVI,TRS,546,Elected,Warangal,Narsampet
3,PADMA NUNE,INC,106,,Warangal,Narsampet
"WARD Name : 1 , Reserved for : BC(W), Total Voters in Municipality Ward : 969 , Total Vaild Votes : 843 , Rejected Votes : 6 , NOTA Votes : 4",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,GORLA.PADMA,TRS,325,,Yadadri Bhuvangiri,Yadagirigutta
2,ARUNA GOULIKAR,INC,338,Elected,Yadadri Bhuvangiri,Yadagirigutta
3,BODA.RADHA,BJP,180,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 2 , Reserved for : UR(G), Total Voters in Municipality Ward : 1017 , Total Vaild Votes : 952 , Rejected Votes : 11 , NOTA Votes : 0",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,BARIGE RAM CHANDAR,INC,299,,Yadadri Bhuvangiri,Yadagirigutta
2,RAYAGIRI RAJU,BJP,13,,Yadadri Bhuvangiri,Yadagirigutta
3,KOLA VENKATESH,IND,164,,Yadadri Bhuvangiri,Yadagirigutta
4,SHIKHA SRINIVAS,TRS,120,,Yadadri Bhuvangiri,Yadagirigutta
5,KATAM RAJU MEDABOINA,IND,356,Elected,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 3 , Reserved for : SC(G), Total Voters in Municipality Ward : 1004 , Total Vaild Votes : 939 , Rejected Votes : 11 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,PAPATLA NARAHARI,IND,208,,Yadadri Bhuvangiri,Yadagirigutta
2,BUDIDA SWAMY,IND,28,,Yadadri Bhuvangiri,Yadagirigutta
3,BUDIDA NAGARAJU,IND,34,,Yadadri Bhuvangiri,Yadagirigutta
4,GUDLA VARALAkSHMI,INC,286,,Yadadri Bhuvangiri,Yadagirigutta
5,BUDIDA.NAVEEN KUMAR,IND,22,,Yadadri Bhuvangiri,Yadagirigutta
6,BUDIDA SURENDAR,TRS,350,Elected,Yadadri Bhuvangiri,Yadagirigutta
7,MADDURI PRAVEEN KUMAR,IND,11,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 4 , Reserved for : UR(W), Total Voters in Municipality Ward : 963 , Total Vaild Votes : 860 , Rejected Votes : 6 , NOTA Votes : 3",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,KATABATHINI.SWAPNA,TRS,296,,Yadadri Bhuvangiri,Yadagirigutta
2,VIJAYALAXMI.SEESA,IND,525,Elected,Yadadri Bhuvangiri,Yadagirigutta
3,KATTEGUMMALA SUJATHA,BJP,39,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 5 , Reserved for : BC(W), Total Voters in Municipality Ward : 1015 , Total Vaild Votes : 933 , Rejected Votes : 5 , NOTA Votes : 3",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,GUNDLAPALLY.VANI,INC,688,Elected,Yadadri Bhuvangiri,Yadagirigutta
2,ARE VIJAYALAXMI Alieas TALLA VIJAYALAXMI,TRS,239,,Yadadri Bhuvangiri,Yadagirigutta
3,TAKURI SANGEETHA SINGH,BJP,6,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 6 , Reserved for : ST(G), Total Voters in Municipality Ward : 1011 , Total Vaild Votes : 887 , Rejected Votes : 9 , NOTA Votes : 5",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,MALOTHU SAROJA,INC,519,Elected,Yadadri Bhuvangiri,Yadagirigutta
2,DEERAVATH VEERENDAR,TRS,368,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 7 , Reserved for : UR(W), Total Voters in Municipality Ward : 1081 , Total Vaild Votes : 977 , Rejected Votes : 9 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,ERUKALA.SUDHA,TRS,456,Elected,Yadadri Bhuvangiri,Yadagirigutta
2,PELIMELLI.LAVANYA,INC,366,,Yadadri Bhuvangiri,Yadagirigutta
3,ARE.ANDALU,IND,153,,Yadadri Bhuvangiri,Yadagirigutta
4,THALLA UMA RANI,BJP,2,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 8 , Reserved for : BC(G), Total Voters in Municipality Ward : 1083 , Total Vaild Votes : 995 , Rejected Votes : 5 , NOTA Votes : 0",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,MUKKERLA.MALLESH,INC,586,Elected,Yadadri Bhuvangiri,Yadagirigutta
2,AARE.SHIVA KUMAR,BJP,23,,Yadadri Bhuvangiri,Yadagirigutta
3,PERABOINA SATYANARAYANA,TRS,386,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 9 , Reserved for : BC(G), Total Voters in Municipality Ward : 1025 , Total Vaild Votes : 908 , Rejected Votes : 17 , NOTA Votes : 2",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,BOMMAGANI RAJAMANI,BJP,161,,Yadadri Bhuvangiri,Yadagirigutta
2,GUNDU NARENDER,IND,7,,Yadadri Bhuvangiri,Yadagirigutta
3,DANDABOINA ANIL,CPI,385,Elected,Yadadri Bhuvangiri,Yadagirigutta
4,CHIKKUDU SUNIL KUMAR,IND,66,,Yadadri Bhuvangiri,Yadagirigutta
5,KONERI KRISHNA,IND,6,,Yadadri Bhuvangiri,Yadagirigutta
6,SUKKALA SATHYANARAYANA,TRS,283,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 10 , Reserved for : UR(W), Total Voters in Municipality Ward : 1015 , Total Vaild Votes : 890 , Rejected Votes : 8 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,AVULA MAMATHA,TRS,480,Elected,Yadadri Bhuvangiri,Yadagirigutta
2,VANGAPALLY DIVYASPANDANA,INC,304,,Yadadri Bhuvangiri,Yadagirigutta
3,AMARAVAYHI KAIRAMKONDA,IND,104,,Yadadri Bhuvangiri,Yadagirigutta
4,BOMMAGANI SANGEETHA,BJP,2,,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 11 , Reserved for : UR(G), Total Voters in Municipality Ward : 1113 , Total Vaild Votes : 942 , Rejected Votes : 7 , NOTA Votes : 2",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,GIRIDHAR MUDUMBI,INC,406,,Yadadri Bhuvangiri,Yadagirigutta
2,RAGHAVULA NARENDER,BJP,40,,Yadadri Bhuvangiri,Yadagirigutta
3,KANUGANTI NARSINGARAO,CPM,1,,Yadadri Bhuvangiri,Yadagirigutta
4,TALLAPALLY.NAGARAJU,TRS,495,Elected,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 12 , Reserved for : UR(W), Total Voters in Municipality Ward : 1062 , Total Vaild Votes : 956 , Rejected Votes : 11 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Yadagirigutta
1,BANDARAPU RAMADEVI,TRS,339,,Yadadri Bhuvangiri,Yadagirigutta
2,GUJJA NIRMALA,IND,39,,Yadadri Bhuvangiri,Yadagirigutta
3,RACHA HEMALATHA,BJP,117,,Yadadri Bhuvangiri,Yadagirigutta
4,BABBURI MOUNIKA,IND,461,Elected,Yadadri Bhuvangiri,Yadagirigutta
"WARD Name : 1 , Reserved for : UR(W), Total Voters in Municipality Ward : -- , Total Vaild Votes : 0 , Rejected Votes : 0 , NOTA Votes : 0",,,,,Yadadri Bhuvangiri,Pochampally
1,Daareddi Manjula,TRS,0,Unanimous ,Yadadri Bhuvangiri,Pochampally
"WARD Name : 2 , Reserved for : UR(G), Total Voters in Municipality Ward : 1120 , Total Vaild Votes : 1084 , Rejected Votes : 2 , NOTA Votes : 0",,,,,Yadadri Bhuvangiri,Pochampally
1,Kongari Krishna,TRS,725,Elected,Yadadri Bhuvangiri,Pochampally
2,Bandaru Prakashreddy,INC,359,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 3 , Reserved for : UR(W), Total Voters in Municipality Ward : 1111 , Total Vaild Votes : 1055 , Rejected Votes : 10 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Pochampally
1,Ravula Lakshmi,INC,201,,Yadadri Bhuvangiri,Pochampally
2,Ravula Lavanya,TRS,386,,Yadadri Bhuvangiri,Pochampally
3,Surakanti Jyothi,BJP,468,Elected,Yadadri Bhuvangiri,Pochampally
"WARD Name : 4 , Reserved for : SC(G), Total Voters in Municipality Ward : 1129 , Total Vaild Votes : 1030 , Rejected Votes : 9 , NOTA Votes : 0",,,,,Yadadri Bhuvangiri,Pochampally
1,Kukka Kumar,INC,324,,Yadadri Bhuvangiri,Pochampally
2,Kotha Naresh,TDP,7,,Yadadri Bhuvangiri,Pochampally
3,Cheruku Venkatesh,BJP,19,,Yadadri Bhuvangiri,Pochampally
4,Peddala Chakrapani,TRS,460,Elected,Yadadri Bhuvangiri,Pochampally
5,Nalla Nageshwar,IND,220,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 5 , Reserved for : UR(G), Total Voters in Municipality Ward : 1003 , Total Vaild Votes : 930 , Rejected Votes : 6 , NOTA Votes : 3",,,,,Yadadri Bhuvangiri,Pochampally
1,Puuna Gnaneshwar,TDP,5,,Yadadri Bhuvangiri,Pochampally
2,Batka Lingaswamy,TRS,566,Elected,Yadadri Bhuvangiri,Pochampally
3,Maila Ailaiah,INC,359,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 6 , Reserved for : BC(G), Total Voters in Municipality Ward : 1104 , Total Vaild Votes : 975 , Rejected Votes : 22 , NOTA Votes : 3",,,,,Yadadri Bhuvangiri,Pochampally
1,Karnati Ravindar,TRS,490,Elected,Yadadri Bhuvangiri,Pochampally
2,Dornala Satyanarayana,BJP,179,,Yadadri Bhuvangiri,Pochampally
3,Pottabathini Yadagiri,INC,281,,Yadadri Bhuvangiri,Pochampally
4,Edem Saikrishna,IND,6,,Yadadri Bhuvangiri,Pochampally
5,Konka Lavanya,IND,6,,Yadadri Bhuvangiri,Pochampally
6,Tadka Venkatesham,IND,13,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 7 , Reserved for : BC(G), Total Voters in Municipality Ward : 1124 , Total Vaild Votes : 956 , Rejected Votes : 10 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Pochampally
1,Gundu Madhu,TRS,686,Elected,Yadadri Bhuvangiri,Pochampally
2,Chikka Krishna,BJP,46,,Yadadri Bhuvangiri,Pochampally
3,Bairu Lakshmaiah,TDP,8,,Yadadri Bhuvangiri,Pochampally
4,Rapolu Venu,INC,197,,Yadadri Bhuvangiri,Pochampally
5,Kudikala Santhosh,IND,19,,Yadadri Bhuvangiri,Pochampally
6,Sarikonda Raviteja,IND,0,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 8 , Reserved for : UR(G), Total Voters in Municipality Ward : 1049 , Total Vaild Votes : 1002 , Rejected Votes : 7 , NOTA Votes : 3",,,,,Yadadri Bhuvangiri,Pochampally
1,Kottam Karunakar Reddy,TRS,339,,Yadadri Bhuvangiri,Pochampally
2,Guduru Krishnareddy,CPM,6,,Yadadri Bhuvangiri,Pochampally
3,Shekhar Macha,INC,202,,Yadadri Bhuvangiri,Pochampally
4,Samala Mallareddy,IND,454,Elected,Yadadri Bhuvangiri,Pochampally
5,Singireddy Sridhar Reddy,IND,1,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 9 , Reserved for : UR(W), Total Voters in Municipality Ward : 1066 , Total Vaild Votes : 985 , Rejected Votes : 9 , NOTA Votes : 4",,,,,Yadadri Bhuvangiri,Pochampally
1,Ennem Madhavi,BJP,162,,Yadadri Bhuvangiri,Pochampally
2,Jinukala Lavanya,TRS,207,,Yadadri Bhuvangiri,Pochampally
3,Bharatha Swapna,TDP,13,,Yadadri Bhuvangiri,Pochampally
4,Bhoga Bhanumathi,INC,461,Elected,Yadadri Bhuvangiri,Pochampally
5,Gurram Sampurna,IND,141,,Yadadri Bhuvangiri,Pochampally
6,Ramaswamy Ramya,IND,1,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 10 , Reserved for : BC(W), Total Voters in Municipality Ward : 1111 , Total Vaild Votes : 1029 , Rejected Votes : 11 , NOTA Votes : 2",,,,,Yadadri Bhuvangiri,Pochampally
1,Koyyada Rajini,TRS,418,,Yadadri Bhuvangiri,Pochampally
2,Gundla Roja,TDP,11,,Yadadri Bhuvangiri,Pochampally
3,Mote Rajitha,INC,600,Elected,Yadadri Bhuvangiri,Pochampally
"WARD Name : 11 , Reserved for : BC(W), Total Voters in Municipality Ward : 1012 , Total Vaild Votes : 925 , Rejected Votes : 8 , NOTA Votes : 0",,,,,Yadadri Bhuvangiri,Pochampally
1,Akhila Kudikala,TRS,553,Elected,Yadadri Bhuvangiri,Pochampally
2,KARNATI SUDARANI,INC,364,,Yadadri Bhuvangiri,Pochampally
3,SUREPALLI JAYAPRADA,IND,8,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 12 , Reserved for : ST(G), Total Voters in Municipality Ward : 1141 , Total Vaild Votes : 992 , Rejected Votes : 9 , NOTA Votes : 10",,,,,Yadadri Bhuvangiri,Pochampally
1,DEAVARAYA KUMAR,TRS,523,Elected,Yadadri Bhuvangiri,Pochampally
2,DEVARAYA NARSIMHA,BJP,46,,Yadadri Bhuvangiri,Pochampally
3,PUDUTHA SRIRAMULU,CPI,3,,Yadadri Bhuvangiri,Pochampally
4,BIJILI KUMARASWAMY,INC,395,,Yadadri Bhuvangiri,Pochampally
5,DEVARAYA DURGAIAH,IND,24,,Yadadri Bhuvangiri,Pochampally
6,PUDUTHA NAVEEN,IND,1,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 13 , Reserved for : UR(W), Total Voters in Municipality Ward : 1108 , Total Vaild Votes : 978 , Rejected Votes : 13 , NOTA Votes : 6",,,,,Yadadri Bhuvangiri,Pochampally
1,CHITTIPOLU VIJAYALAKSHMI,TRS,480,Elected,Yadadri Bhuvangiri,Pochampally
2,MASUNURI ANITHA,BJP,30,,Yadadri Bhuvangiri,Pochampally
3,RADHIKA SUREVALLI,INC,441,,Yadadri Bhuvangiri,Pochampally
4,MOUNIKA VANAM,IND,27,,Yadadri Bhuvangiri,Pochampally
"WARD Name : 1 , Reserved for : SC(G), Total Voters in Municipality Ward : 1145 , Total Vaild Votes : 1080 , Rejected Votes : 6 , NOTA Votes : 5",,,,,Yadadri Bhuvangiri,Chotuppal
1,KORAGONI LINGASWAMY,TRS,637,Elected,Yadadri Bhuvangiri,Chotuppal
2,DONAKONDA NARASIMHA,INC,407,,Yadadri Bhuvangiri,Chotuppal
3,BODULA YADAIAH,BJP,36,,Yadadri Bhuvangiri,Chotuppal
"WARD Name : 2 , Reserved for : UR(W), Total Voters in Municipality Ward : 1156 , Total Vaild Votes : 1117 , Rejected Votes : 4 , NOTA Votes : 4",,,,,Yadadri Bhuvangiri,Chotuppal
1,BATTHULA RAJYALAXMI,TRS,606,Elected,Yadadri Bhuvangiri,Chotuppal
2,BATHARAJU ANASUYA,CPM,2,,Yadadri Bhuvangiri,Chotuppal
3,RAMANAGONI DEEPIKA,BJP,509,,Yadadri Bhuvangiri,Chotuppal
"WARD Name : 3 , Reserved for : SC(G), Total Voters in Municipality Ward : 1140 , Total Vaild Votes : 1084 , Rejected Votes : 6 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Chotuppal
1,UDARI NARASIMHA,TRS,489,,Yadadri Bhuvangiri,Chotuppal
2,BANDAMEDI MALLESHAM,BJP,576,Elected,Yadadri Bhuvangiri,Chotuppal
3,YERRA SHIVA KUMAR,IND,9,,Yadadri Bhuvangiri,Chotuppal
4,BOSI SHANKARAIAH,IND,8,,Yadadri Bhuvangiri,Chotuppal
5,BOSI HARI BABU,IND,2,,Yadadri Bhuvangiri,Chotuppal
"WARD Name : 4 , Reserved for : UR(W), Total Voters in Municipality Ward : 1012 , Total Vaild Votes : 931 , Rejected Votes : 7 , NOTA Votes : 2",,,,,Yadadri Bhuvangiri,Chotuppal
1,ANTHATI VIJAYALAXMI,TRS,573,Elected,Yadadri Bhuvangiri,Chotuppal
2,CHEKURI ANITHA,BJP,178,,Yadadri Bhuvangiri,Chotuppal
3,MUSKU RAJINI REDDY,INC,159,,Yadadri Bhuvangiri,Chotuppal
4,SILIVERU VANI,TDP,5,,Yadadri Bhuvangiri,Chotuppal
5,JITTA PADMA,IND,16,,Yadadri Bhuvangiri,Chotuppal
"WARD Name : 5 , Reserved for : BC(W), Total Voters in Municipality Ward : 1145 , Total Vaild Votes : 1081 , Rejected Votes : 11 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Chotuppal
1,KOYYADA PRAVALIKA,TRS,415,,Yadadri Bhuvangiri,Chotuppal
2,POLOJU VANAJA,INC,656,Elected,Yadadri Bhuvangiri,Chotuppal
3,RUPA DEVI CHARKRAPU,BJP,10,,Yadadri Bhuvangiri,Chotuppal
"WARD Name : 6 , Reserved for : BC(G), Total Voters in Municipality Ward : 1084 , Total Vaild Votes : 1018 , Rejected Votes : 10 , NOTA Votes : 1",,,,,Yadadri Bhuvangiri,Chotuppal
1,ALE NAGARAJU,BJP,661,Elected,Yadadri Bhuvangiri,Chotuppal
